EVENTDATE,COUNTRY,ROUNDS,FIGHTER1,FIGHTERa,STANCE,DOB,COUNTRY,HEIGHT,WEIGHT,REACH,STRIKES_LANDED,STRIKING_ACCURACY,STRIKES_ABSORBED,STRIKING_DEFENCE,TAKEDOWNS_LANDED,TAKEDOWN_ACCURACY,TAKEDOWN_DEFENCE,SUBMISSION_AVERAGE,KNOCKDOWN_RATIO,AVERAGE_FIGHTTIME,STRIKES_STANDING,CLINCH_STRIKES,GROUND_STRIKES,HEAD_STRIKES,BODY_STRIKES,LEG_STRIKES,FIGHTER1RECENT1,FIGHTER1RECENT2,FIGHTER1RECENT3,FIGHTER1RECENT4,FIGHTER1NUMUFCFIGHTS,FIGHTER1RECENTBONUSES,FIGHTER1WINRECORD,FIGHTER1LOSSRECORD,FIGHTER1LAYOFFTIME,FIGHTER2,FIGHTERb,STANCE2,DOB2,COUNTRY2,HEIGHT2,WEIGHT2,REACH2,STRIKES_LANDED2,STRIKING_ACCURACY2,STRIKES_ABSORBED2,STRIKING_DEFENCE2,TAKEDOWNS_LANDED2,TAKEDOWN_ACCURACY2,TAKEDOWN_DEFENCE2,SUBMISSION_AVERAGE2,KNOCKDOWN_RATIO2,AVERAGE_FIGHTTIME2,STRIKES_STANDING2,CLINCH_STRIKES2,GROUND_STRIKES2,HEAD_STRIKES2,BODY_STRIKES2,LEG_STRIKES2,FIGHTER2RECENT1,FIGHTER2RECENT2,FIGHTER2RECENT3,FIGHTER2RECENT4,FIGHTER2NUMUFCFIGHTS,FIGHTER2RECENTBONUSES,FIGHTER2WINRECORD,FIGHTER2LOSSRECORD,FIGHTER2LAYOFFTIME,FIGHTER1OUTCOMEFORFIGHT,FIGHTER1WIN
18/03/2017, United Kingdom,3,Darren Stewart,Darren Stewart,Orthodox,1990, United Kingdom,182,185,187,3.08,0.44,2.82,0.52,1.56,0.4,0.66,0.1,0.53,8.09,0.49,0.38,0.14,0.72,0.17,0.11,OverturnedLOSS,NA,NA,NA,11,0,7,1,4,Francimar Barroso,Francimar Barroso,Orthodox,1980, Brazil,185,205,190,2.77,0.52,3.07,0.59,2.22,0.24,0.83,0,0,12.45,0.71,0.24,0.05,0.47,0.19,0.34,OverturnedLOSS,SUBLOSS,U-DECWIN,U-DECWIN,9,0,18,5,4,U-DECLOSS,WINNER-FIGHTER2
18/03/2017, United Kingdom,3,Joe Duffy,Joe Duffy,Orthodox,1988, Ireland,177,155,185,2.68,0.34,3.78,0.54,0.96,0.66,0.64,0.7,0.5,8.37,0.84,0.08,0.08,0.68,0.2,0.12,SUBWIN,U-DECLOSS,SUBWIN,KO/TKOWIN,4,1,15,2,8,Reza Madadi,Reza Madadi,Orthodox,1978, Iran,180,155,185,2.51,0.46,3.31,0.66,3.17,0.33,0.89,0.5,0,12.51,0.63,0.21,0.15,0.82,0.15,0.03,KO/TKOWIN,U-DECLOSS,SUBWIN,S-DECLOSS,5,0,14,4,10,U-DECWIN,WINNER-FIGHTER1
18/03/2017, United Kingdom,3,Brad Pickett,Brad Pickett,Orthodox,1978, United Kingdom,167,135,172,3.02,0.31,4.63,0.55,2.47,0.44,0.58,0.4,0.22,11.28,0.74,0.11,0.15,0.69,0.15,0.16,U-DECLOSS,SUBLOSS,S-DECWIN,KO/TKOLOSS,17,0,25,13,3,Marlon Vera,Marlon Vera,Switch,1992, Ecuador,172,135,177,3.7,0.48,4.05,0.52,0.86,0.42,0.69,1.2,0.49,10.55,0.7,0.15,0.15,0.51,0.25,0.24,U-DECWIN,U-DECLOSS,SUBWIN,U-DECLOSS,4,1,8,3,4,KO/TKOLOSS,WINNER-FIGHTER2
18/03/2017, United Kingdom,5,Jimi Manuwa,Jimi Manuwa,Orthodox,1980, United States,185,205,200,3.43,0.54,3.97,0.49,0.53,0.18,0.7,0.4,0.54,7.36,0.62,0.36,0.02,0.41,0.28,0.31,KO/TKOWIN,KO/TKOLOSS,U-DECWIN,KO/TKOLOSS,7,1,16,2,5,Corey Anderson,Corey Anderson,Orthodox,1989, United States,190,205,200,4.43,0.46,2.22,0.59,4.89,0.5,0.83,0,0.09,10.51,0.59,0.16,0.25,0.78,0.15,0.08,KO/TKOWIN,S-DECLOSS,U-DECWIN,U-DECWIN,8,1,10,2,3,KO/TKOWIN,WINNER-FIGHTER1
18/03/2017, United Kingdom,3,Marc Diakiese,Marc Diakiese,Orthodox,1993,Congo - Kinshasa,177,155,185,3.08,0.39,2.79,0.54,2.16,0.36,0.62,0,0.37,11.33,0.83,0.13,0.04,0.47,0.31,0.22,U-DECWIN,KO/TKOWIN,NA,NA,2,0,11,0,3,Teemu Packalen,Teemu Packalen,Orthodox,1987, Finland,185,155,190,2.57,0.54,3.91,0.47,2.31,0.25,1,1.5,0.94,5.18,0.74,0,0.26,0.81,0.17,0.02,SUBWIN,U-DECLOSS,NA,NA,2,1,8,1,13,KO/TKOWIN,WINNER-FIGHTER1
8/04/2017, USA,3,Andrew Holbrook,Andrew Holbrook,Southpaw,1986, United States,180,155,177,2.2,0.49,3,0.54,0.85,0.18,0.1,2.1,0,7.05,0.49,0.35,0.17,0.6,0.29,0.1,S-DECWIN,KO/TKOLOSS,S-DECWIN,NA,5,0,12,1,5,Gregor Gillespie,Gregor Gillespie,Orthodox,1986, United States,170,155,180,3.58,0.49,2.14,0.6,7.02,0.47,0,0.9,0,15,0.34,0.07,0.59,0.85,0.07,0.08,U-DECWIN,NA,NA,NA,7,0,8,0,7,KO/TKOLOSS,WINNER-FIGHTER2
8/04/2017, USA,5,Anthony Johnson,Anthony Johnson,Orthodox,1984, United States,187,205,198,3.25,0.47,1.83,0.6,2.43,0.57,0.77,0.6,1.66,6.1,0.56,0.18,0.26,0.67,0.15,0.18,KO/TKOWIN,KO/TKOWIN,KO/TKOWIN,SUBLOSS,18,3,22,5,8,Daniel Cormier,Daniel Cormier,Orthodox,1979, United States,180,205,182,4.25,0.52,2.92,0.54,1.83,0.44,0.8,0.4,0.16,13.02,0.56,0.25,0.19,0.76,0.13,0.11,U-DECWIN,S-DECWIN,SUBWIN,U-DECLOSS,16,2,18,0,9,SUBLOSS,WINNER-FIGHTER2
8/04/2017, USA,3,Patrick Cote,Patrick Cote,Orthodox,1980, Canada,180,170,190,2.81,0.48,3.21,0.48,0.68,0.2,0.43,0.2,0.38,11.17,0.61,0.2,0.18,0.6,0.16,0.24,KO/TKOLOSS,KO/TKOWIN,KO/TKOWIN,U-DECWIN,23,1,23,10,10,Thiago Alves,Thiago Alves,Orthodox,1983, Brazil,175,171,177,3.73,0.41,3.42,0.62,0.71,0.6,0.63,0.3,0.7,11.1,0.77,0.12,0.11,0.52,0.14,0.35,U-DECLOSS,KO/TKOLOSS,KO/TKOWIN,U-DECWIN,21,0,21,11,5,U-DECLOSS,WINNER-FIGHTER2
8/04/2017, USA,3,Shane Burgos,Shane Burgos,Orthodox,1991, United States,180,145,190,7.31,0.5,5.81,0.6,0.3,1,0.89,0.1,1.08,11.37,0.86,0.08,0.05,0.7,0.15,0.14,U-DECWIN,NA,NA,NA,8,0,8,0,4,Charles Rosa,Charles Rosa,Switch,1986, United States,175,145,175,3.41,0.37,3.9,0.49,2.01,0.33,0.45,0.9,0,12.47,0.9,0.04,0.07,0.6,0.12,0.28,U-DECWIN,S-DECLOSS,SUBWIN,U-DECLOSS,8,1,11,2,15,KO/TKOWIN,WINNER-FIGHTER1
8/04/2017, USA,3,Sean Strickland,Sean Strickland,Orthodox,1991,United States,185,170,193,4.34,0.35,3.62,0.64,1.37,0.57,0.81,0.5,0.37,12.05,0.78,0.07,0.15,0.85,0.06,0.09,S-DECWIN,KO/TKOWIN,U-DECWIN,U-DECLOSS,6,0,18,1,10,Kamaru Usman,Kamaru Usman,Switch,1987, Nigeria,182,170,193,4.5,0.53,2.23,0.58,3.38,0.47,1,0.1,0.41,16.4,0.51,0.18,0.31,0.62,0.29,0.09,U-DECWIN,U-DECWIN,U-DECWIN,SUBWIN,4,0,9,1,5,U-DECLOSS,WINNER-FIGHTER2
8/04/2017, USA,3,Magomed Bibulatov,Magomed Bibulatov,Orthodox,1988, Russia,165,125,165,3.6,0.51,1.83,0.52,2.85,0.4,0.75,0,0,10.33,0.54,0.16,0.31,0.52,0.41,0.07,NA,NA,NA,NA,3,0,13,0,0,Jenel Lausa,Jenel Lausa,Orthodox,1988, Philippines,165,125,172,1.44,0.42,3.53,0.53,0.55,0.66,0.51,0.8,0.55,13.31,0.86,0,0.14,0.87,0.09,0.04,U-DECWIN,NA,NA,NA,4,0,7,2,5,U-DECWIN,WINNER-FIGHTER1
8/04/2017, USA,3,Patrick Cummins,Patrick Cummins,Orthodox,1980, United States,187,205,193,4.26,0.5,3.35,0.55,4.49,0.41,0.28,0.1,0,9.26,0.43,0.17,0.4,0.82,0.11,0.08,KO/TKOLOSS,KO/TKOLOSS,KO/TKOWIN,KO/TKOLOSS,9,0,8,4,11,Jan Blachowicz,Jan Blachowicz,Orthodox,1983, Poland,187,205,198,3.49,0.48,2.74,0.54,1.1,0.52,0.65,0.2,0.45,12.01,0.71,0.15,0.14,0.66,0.22,0.12,U-DECLOSS,U-DECWIN,U-DECLOSS,U-DECLOSS,5,0,19,6,7,U-DECWIN,WINNER-FIGHTER1
8/04/2017, USA,3,Charles Oliveira,Charles Oliveira,Orthodox,1989, Brazil,177,145,187,3.27,0.51,3.08,0.54,2.61,0.42,0.57,2.8,0.28,6.42,0.58,0.23,0.19,0.55,0.28,0.17,SUBLOSS,SUBLOSS,SUBWIN,KO/TKOLOSS,17,1,21,7,5,Will Brooks,Will Brooks,Orthodox,1986, United States,177,156,182,4.26,0.59,2.54,0.56,2.08,0.51,0.82,0.3,0,9.31,0.63,0.32,0.05,0.54,0.3,0.15,KO/TKOLOSS,U-DECWIN,KO/TKOWIN,NA,3,0,18,2,6,SUBWIN,WINNER-FIGHTER1
8/04/2017, USA,3,Chris Weidman,Chris Weidman,Orthodox,1984, United States,187,185,198,3.03,0.43,3.15,0.52,3.93,0.47,0.65,0.9,0.31,10.32,0.63,0.11,0.26,0.75,0.15,0.1,KO/TKOLOSS,KO/TKOLOSS,KO/TKOWIN,U-DECWIN,11,2,13,2,5,Gegard Mousasi,Gegard Mousasi,Orthodox,1985, Iran,187,185,193,3.75,0.5,1.21,0.68,1.59,0.6,0.59,1.1,0.25,10.01,0.65,0.11,0.23,0.71,0.1,0.18,KO/TKOWIN,KO/TKOWIN,KO/TKOWIN,U-DECWIN,34,1,41,6,5,KO/TKOLOSS,WINNER-FIGHTER2
8/04/2017, USA,3,Myles Jury,Myles Jury,Orthodox,1988, United States,177,145,185,2.94,0.42,2.16,0.66,2.16,0.55,0.5,0.3,0.41,9.15,0.65,0.04,0.31,0.69,0.11,0.2,SUBLOSS,U-DECLOSS,KO/TKOWIN,U-DECWIN,8,0,15,2,16,Mike de la Torre,Mike de la Torre,Orthodox,1986, United States,180,145,180,3.21,0.39,4.75,0.51,0.36,0.16,0.83,0,0.36,5.55,0.61,0.28,0.11,0.79,0.19,0.02,SUBLOSS,S-DECWIN,KO/TKOLOSS,KO/TKOWIN,6,0,14,6,7,KO/TKOWIN,WINNER-FIGHTER1
15/04/2017, USA,3,Anthony Smith,Anthony Smith,Orthodox,1988, United States,193,185,193,2.97,0.46,4.43,0.42,0.41,0.25,0.51,0.7,0.49,11.47,0.83,0.12,0.05,0.68,0.19,0.13,KO/TKOWIN,U-DECLOSS,U-DECWIN,SUBLOSS,8,1,27,12,4,Andrew Sanchez,Andrew Sanchez,Orthodox,1988, United States,185,185,187,4.57,0.44,4.92,0.5,2.16,0.32,1,0,0.35,14.08,0.73,0.12,0.14,0.74,0.18,0.08,U-DECWIN,U-DECWIN,NA,NA,2,0,10,2,4,KO/TKOWIN,WINNER-FIGHTER1
15/04/2017, USA,3,Jake Collier,Jake Collier,Orthodox,1988, United States,190,185,198,4.15,0.39,3.8,0.51,0.71,0.23,0.67,0.5,0.48,10.29,0.8,0.16,0.04,0.57,0.26,0.18,KO/TKOWIN,KO/TKOLOSS,S-DECWIN,KO/TKOLOSS,4,1,10,3,11,Devin Clark,Devin Clark,Orthodox,1990, United States,182,185,190,3.4,0.57,2.47,0.48,2.76,0.36,0.83,0.1,0.26,11.25,0.43,0.34,0.23,0.54,0.32,0.14,U-DECWIN,KO/TKOLOSS,NA,NA,2,0,7,1,4,U-DECLOSS,WINNER-FIGHTER2
15/04/2017, USA,3,Louis Smolka,Louis Smolka,Orthodox,1991, United States,175,135,172,4.25,0.46,3.62,0.52,1.61,0.34,0.3,2,0.21,9.59,0.56,0.11,0.33,0.69,0.25,0.06,U-DECLOSS,SUBLOSS,KO/TKOWIN,SUBWIN,8,1,14,3,4,Tim Elliott,Tim Elliott,Southpaw,1986, United States,170,125,167,3.5,0.45,2.64,0.59,4.02,0.48,0.58,1.2,0.1,11.46,0.6,0.18,0.22,0.62,0.2,0.17,U-DECLOSS,U-DECLOSS,SUBLOSS,U-DECLOSS,7,0,14,7,4,U-DECLOSS,WINNER-FIGHTER2
15/04/2017, USA,3,Rose Namajunas,Rose Namajunas,Orthodox,1992, United States,165,115,165,4.13,0.4,3.98,0.6,1.91,0.53,0.5,0.8,0.41,12.16,0.74,0.09,0.17,0.79,0.15,0.06,S-DECLOSS,U-DECWIN,SUBWIN,SUBWIN,5,2,6,3,9,Michelle Waterson,Michelle Waterson,Orthodox,1986, United States,160,115,157,3.58,0.49,4,0.49,1.52,0.34,0.67,0.9,0,13.36,0.58,0.26,0.16,0.48,0.29,0.22,SUBWIN,SUBWIN,SUBWIN,SUBWIN,4,1,14,4,4,SUBWIN,WINNER-FIGHTER1
15/04/2017, USA,3,Zak Cummings,Zak Cummings,Southpaw,1984, United States,182,170,190,2.58,0.32,2.83,0.55,0.68,0.28,0.65,0.7,0.44,10.19,0.75,0.17,0.08,0.62,0.19,0.19,SUBWIN,U-DECLOSS,U-DECWIN,KO/TKOWIN,8,0,20,5,5,Nathan Coy,Nathan Coy,Southpaw,1978,United States,177,170,175,3.88,0.52,2.4,0.61,3.17,0.47,0.5,0,0,7.22,0.59,0.13,0.28,0.65,0.27,0.08,U-DECWIN,SUBLOSS,KO/TKOLOSS,S-DECLOSS,5,0,15,6,14,SUBWIN,WINNER-FIGHTER1
15/04/2017, USA,3,Patrick Williams,Patrick Williams,Orthodox,1981, United States,172,135,185,4.12,0.51,4.12,0.52,2.71,0.41,1,0.5,0.54,6.56,0.76,0.23,0.01,0.38,0.25,0.38,SUBWIN,KO/TKOLOSS,NA,NA,4,1,8,4,22,Tom Duquesnoy,Tom Duquesnoy,Orthodox,1993, France,170,135,172,3.83,0.45,5.3,0.62,0.42,0.25,0.46,0,0.85,11.49,0.85,0.15,0.01,0.49,0.22,0.29,NA,NA,NA,NA,3,0,14,1,0,KO/TKOLOSS,WINNER-FIGHTER2
15/04/2017, USA,3,Ashlee Evans-Smith,Ashlee Evans-Smith,Orthodox,1987, United States,172,135,170,4.86,0.35,4.39,0.57,1.3,0.25,0.72,0,0,11.31,0.68,0.22,0.1,0.54,0.3,0.17,KO/TKOWIN,S-DECWIN,SUBLOSS,NA,7,0,5,1,7,Ketlen Vieira,Ketlen Vieira,Orthodox,1991, Brazil,172,135,172,3.1,0.36,3.98,0.56,2.02,0.52,0.92,0.6,0,13.34,0.61,0.25,0.14,0.81,0.13,0.06,S-DECWIN,NA,NA,NA,6,0,7,0,6,U-DECLOSS,WINNER-FIGHTER2
15/04/2017, USA,5,Demetrious Johnson,Demetrious Johnson,Orthodox,1986, United States,160,125,167,3.43,0.54,1.66,0.67,3.35,0.56,0.65,0.5,0.16,17.56,0.56,0.31,0.13,0.45,0.31,0.24,U-DECWIN,KO/TKOWIN,U-DECWIN,SUBWIN,18,2,25,2,4,Wilson Reis,Wilson Reis,Southpaw,1985, Brazil,162,125,165,1.83,0.29,3.04,0.55,5.15,0.42,0.47,0.6,0,12.08,0.67,0.14,0.19,0.56,0.13,0.31,U-DECWIN,SUBWIN,U-DECWIN,U-DECLOSS,8,0,22,6,2,SUBWIN,WINNER-FIGHTER1
15/04/2017, USA,3,Augusto Mendes,Augusto Mendes,Orthodox,1983, Brazil,167,135,165,2.42,0.34,3.91,0.56,1.75,0.33,0.8,0,0.44,11.26,0.77,0.2,0.02,0.65,0.16,0.19,S-DECWIN,KO/TKOLOSS,NA,NA,2,1,6,1,3,Aljamain Sterling,Aljamain Sterling,Orthodox,1989,United States,170,136,180,4.82,0.5,1.94,0.66,1.89,0.29,0.51,1,0,11.54,0.66,0.17,0.18,0.5,0.32,0.18,S-DECLOSS,S-DECLOSS,SUBWIN,SUBWIN,6,0,12,2,3,U-DECLOSS,WINNER-FIGHTER2
15/04/2017, USA,3,Roy Nelson,Roy Nelson,Orthodox,1976, United States,182,263,185,2.18,0.36,4.79,0.46,1.14,0.27,0.65,0.1,0.67,10.4,0.72,0.19,0.09,0.78,0.12,0.1,KO/TKOWIN,S-DECLOSS,U-DECWIN,U-DECLOSS,21,0,22,13,7,Alexander Volkov,Alexander Volkov,Orthodox,1988, Russia,200,250,203,4.65,0.58,2.53,0.54,0.72,0.7,0.65,0.2,0.33,15,0.82,0.1,0.08,0.64,0.21,0.15,S-DECWIN,NA,NA,NA,7,0,27,6,5,U-DECLOSS,WINNER-FIGHTER2
22/04/2017, USA,3,Eddie Wineland,Eddie Wineland,Orthodox,1984, United States,171,135,175,3.39,0.29,3.54,0.69,0.28,0.28,0.86,0.1,0.9,10.17,0.87,0.05,0.08,0.75,0.18,0.07,KO/TKOWIN,KO/TKOWIN,U-DECLOSS,KO/TKOLOSS,17,1,23,11,4,John Dodson,John Dodson,Orthodox,1984, United States,160,125,167,3.2,0.4,3.58,0.61,0.71,0.28,0.82,0,0.76,13.32,0.85,0.12,0.04,0.56,0.3,0.14,S-DECLOSS,KO/TKOWIN,U-DECLOSS,U-DECWIN,10,0,19,8,6,U-DECLOSS,WINNER-FIGHTER2
22/04/2017, USA,3,Bryan Barberena,Bryan Barberena,Southpaw,1989, United States,182,155,182,5.48,0.48,4.7,0.45,0.23,0.28,0.6,0.5,0.88,11.22,0.7,0.19,0.11,0.72,0.12,0.16,U-DECLOSS,U-DECWIN,SUBWIN,U-DECLOSS,5,1,12,4,4,Joe Proctor,Joe Proctor,Orthodox,1985, United States,177,170,182,3.39,0.36,3.93,0.59,0,0,0.7,1.8,0.46,8.11,0.82,0.14,0.04,0.68,0.15,0.17,KO/TKOLOSS,SUBWIN,SUBLOSS,KO/TKOWIN,7,0,11,4,16,KO/TKOWIN,WINNER-FIGHTER1
22/04/2017, USA,3,Stevie Ray,Stevie Ray,Southpaw,1990, United Kingdom,177,155,177,3.73,0.44,2.93,0.54,0.75,0.46,0.55,0.6,0.14,10.32,0.74,0.09,0.17,0.61,0.13,0.27,S-DECWIN,U-DECLOSS,U-DECWIN,KO/TKOWIN,5,1,20,6,5,Joe Lauzon,Joe Lauzon,Orthodox,1984, United States,177,155,180,2.84,0.39,5.39,0.54,2.39,0.45,0.54,2,0.21,8.08,0.55,0.17,0.28,0.88,0.09,0.02,S-DECWIN,S-DECLOSS,KO/TKOWIN,U-DECLOSS,23,2,27,13,3,M-DECWIN,WINNER-FIGHTER1
22/04/2017, USA,3,Diego Sanchez,Diego Sanchez,Southpaw,1981, United States,177,170,182,2.69,0.37,3.02,0.56,1.51,0.24,0.46,0.8,0.24,12.2,0.57,0.11,0.32,0.7,0.24,0.07,U-DECWIN,KO/TKOLOSS,U-DECWIN,U-DECLOSS,28,0,28,9,5,Al Iaquinta,Al Iaquinta,Orthodox,1987, United States,177,155,177,4.06,0.4,4.44,0.61,0.64,0.18,0.74,0.2,0.56,13.26,0.92,0.04,0.04,0.68,0.19,0.14,S-DECWIN,KO/TKOWIN,KO/TKOWIN,KO/TKOWIN,9,0,12,3,24,KO/TKOLOSS,WINNER-FIGHTER2
22/04/2017, USA,3,Jake Ellenberger,Jake Ellenberger,Orthodox,1985, United States,175,170,180,2.47,0.39,2.83,0.6,2.04,0.47,0.86,0.4,0.98,8.03,0.62,0.2,0.18,0.74,0.17,0.09,KO/TKOLOSS,KO/TKOWIN,U-DECLOSS,KO/TKOLOSS,18,1,31,12,4,Mike Perry,Mike Perry,Orthodox,1991, United States,177,170,180,4.36,0.48,4.41,0.56,0.66,0.46,0.76,0,0.87,10.57,0.74,0.15,0.1,0.65,0.15,0.2,U-DECLOSS,KO/TKOWIN,KO/TKOWIN,NA,3,0,9,1,4,KO/TKOLOSS,WINNER-FIGHTER2
22/04/2017, USA,3,Thales Leites,Thales Leites,Orthodox,1981, Brazil,185,186,198,2.13,0.4,2.99,0.52,2.1,0.27,0.3,1.1,0.23,12.34,0.68,0.11,0.21,0.69,0.1,0.21,U-DECLOSS,SUBWIN,U-DECLOSS,S-DECLOSS,17,0,26,7,5,Sam Alvey,Sam Alvey,Southpaw,1986, United States,187,185,190,3.11,0.45,3.22,0.55,0.08,0.16,0.81,0.1,0.62,9.26,0.7,0.25,0.06,0.65,0.18,0.17,U-DECWIN,U-DECWIN,KO/TKOWIN,SUBWIN,10,0,30,8,3,U-DECWIN,WINNER-FIGHTER1
22/04/2017, USA,5,Cub Swanson,Cub Swanson,Orthodox,1983, United States,172,145,177,4.59,0.49,3.65,0.61,1.06,0.5,0.6,0.5,0.31,12.16,0.78,0.1,0.12,0.62,0.19,0.2,U-DECWIN,U-DECWIN,U-DECWIN,SUBLOSS,20,1,24,7,4,Artem Lobov,Artem Lobov,Southpaw,1986, Russia,175,145,165,3.52,0.41,4.82,0.5,0.39,0.25,0.52,0,0,16.26,0.94,0.04,0.01,0.5,0.18,0.32,U-DECWIN,U-DECWIN,U-DECLOSS,U-DECLOSS,4,0,13,12,5,U-DECWIN,WINNER-FIGHTER1
22/04/2017, USA,3,Marcos Rogerio de Lima,Marcos Rogerio de Lima,Orthodox,1985, Brazil,185,253,190,3.78,0.54,2.63,0.54,0.76,0.6,0.36,0.8,1.41,4.43,0.43,0.13,0.44,0.6,0.17,0.23,KO/TKOWIN,SUBLOSS,SUBWIN,SUBLOSS,7,0,15,5,3,Ovince Saint Preux,Ovince Saint Preux,Southpaw,1983, United States,190,205,203,2.64,0.46,2.88,0.45,1.23,0.4,0.66,0.6,0.24,9.15,0.74,0.12,0.14,0.68,0.22,0.1,S-DECLOSS,KO/TKOLOSS,U-DECLOSS,U-DECWIN,19,1,19,10,2,SUBLOSS,WINNER-FIGHTER2
22/04/2017, USA,3,Dustin Ortiz,Dustin Ortiz,Orthodox,1988, United States,165,125,165,2.94,0.44,2.17,0.56,3.01,0.36,0.52,0.1,0.17,12.28,0.39,0.27,0.34,0.58,0.31,0.11,S-DECWIN,U-DECLOSS,U-DECLOSS,KO/TKOWIN,11,0,16,6,4,Brandon Moreno,Brandon Moreno,Orthodox,1993, Mexico,170,125,177,3,0.34,2.94,0.63,1.75,0.4,0.69,0.5,0.27,13.56,0.8,0.07,0.13,0.75,0.15,0.1,S-DECWIN,SUBWIN,NA,NA,2,1,14,2,4,SUBLOSS,WINNER-FIGHTER2
22/04/2017, USA,3,Danielle Taylor,Danielle Taylor,Orthodox,1989, United States,152,115,152,2.75,0.29,3.31,0.71,0.2,0.2,0.7,0.2,0,15,0.95,0.05,0,0.63,0.16,0.21,S-DECWIN,S-DECLOSS,NA,NA,2,0,8,2,5,Jessica Penne,Jessica Penne,Orthodox,1983, United States,165,115,170,2.46,0.33,4.73,0.48,1.58,0.25,0.2,0.6,0,13.05,0.73,0.18,0.09,0.57,0.35,0.08,KO/TKOLOSS,KO/TKOLOSS,S-DECWIN,SUBWIN,7,1,12,5,10,U-DECWIN,WINNER-FIGHTER1
22/04/2017, USA,3,Hector Sandoval,Hector Sandoval,Orthodox,1986, Mexico,157,125,162,3.31,0.52,2.33,0.65,3.49,0.25,0.71,1.4,0,5.22,0.44,0.42,0.14,0.56,0.31,0.13,U-DECWIN,SUBLOSS,NA,NA,4,0,13,3,4,Matt Schnell,Matt Schnell,Orthodox,1990,United States,172,125,177,3.73,0.35,4.07,0.6,0.64,0.33,0.53,1.6,0,6.44,0.89,0.1,0.01,0.64,0.09,0.27,KO/TKOLOSS,NA,NA,NA,7,0,10,3,4,KO/TKOWIN,WINNER-FIGHTER1
13/05/2017, USA,3,Chas Skelly,Chas Skelly,Orthodox,1985, United States,180,146,182,2.02,0.4,3.35,0.48,1.71,0.34,0.33,2.4,0.17,9.01,0.62,0.27,0.11,0.85,0.12,0.03,SUBWIN,SUBWIN,U-DECLOSS,SUBWIN,8,1,17,1,3,Jason Knight,Jason Knight,Orthodox,1992, United States,177,145,180,2.95,0.33,3.02,0.51,1.31,0.31,0.47,1.7,0.39,12.44,0.77,0.06,0.18,0.68,0.14,0.18,SUBWIN,U-DECWIN,S-DECWIN,U-DECLOSS,4,2,19,1,4,KO/TKOLOSS,WINNER-FIGHTER2
13/05/2017, USA,3,Gabriel Benitez,Gabriel Benitez,Southpaw,1988, Mexico,172,145,180,4.14,0.38,3.16,0.71,0.18,0.5,0.56,1.2,0.46,9.23,0.89,0.03,0.08,0.55,0.24,0.21,SUBWIN,KO/TKOLOSS,U-DECWIN,SUBWIN,4,0,19,6,8,Enrique Barzola,Enrique Barzola,Orthodox,1989, Peru,170,155,177,3.91,0.41,2.97,0.68,4.2,0.45,0.66,0.3,0,15,0.77,0.07,0.16,0.58,0.21,0.22,U-DECWIN,S-DECLOSS,U-DECWIN,NA,3,0,13,2,6,U-DECLOSS,WINNER-FIGHTER2
13/05/2017, USA,5,Junior Dos Santos,Junior Dos Santos,Orthodox,1984, Brazil,193,236,195,4.59,0.48,3.19,0.57,0.31,0.55,0.81,0.1,0.91,10.59,0.84,0.09,0.07,0.62,0.34,0.04,U-DECWIN,KO/TKOLOSS,U-DECWIN,KO/TKOLOSS,15,0,18,4,13,Stipe Miocic,Stipe Miocic,Orthodox,1982, United States,195,240,203,4.9,0.52,3.75,0.55,1.92,0.34,0.7,0,0.53,10.39,0.68,0.12,0.19,0.76,0.12,0.12,KO/TKOWIN,KO/TKOWIN,KO/TKOWIN,KO/TKOWIN,12,3,16,2,8,KO/TKOLOSS,WINNER-FIGHTER2
13/05/2017, USA,3,Gadzhimurad Antigulov,Gadzhimurad Antigulov,Orthodox,1987, Russia,180,205,177,2.89,0.56,4.95,0.24,8.4,0.42,0,2.8,0,15,0.07,0.64,0.29,0.64,0.21,0.14,SUBWIN,NA,NA,NA,5,1,19,4,6,Joachim Christensen,Joachim Christensen,Orthodox,1978, Denmark,190,205,193,3.78,0.41,3.29,0.46,0,0,0,0,0,15,0.53,0.28,0.19,0.73,0.2,0.06,KO/TKOWIN,SUBLOSS,NA,NA,4,0,14,4,4,SUBWIN,WINNER-FIGHTER1
13/05/2017, USA,3,Marco Polo Reyes,Marco Polo Reyes,Orthodox,1984, Mexico,180,155,180,6,0.37,5.52,0.59,0,0,0.46,0,1.77,6.03,0.82,0.08,0.1,0.64,0.24,0.12,S-DECWIN,KO/TKOWIN,KO/TKOWIN,NA,3,2,7,3,6,James Vick,James Vick,Orthodox,1987, United States,190,155,193,4.13,0.39,3.31,0.6,0.26,0.33,0.57,0.7,0.55,9.1,0.9,0.07,0.03,0.61,0.25,0.13,SUBWIN,KO/TKOLOSS,U-DECWIN,SUBWIN,7,0,10,1,3,KO/TKOLOSS,WINNER-FIGHTER2
