EVENTDATE,COUNTRYOFEVENT,fighter1 reach advantage,fighter 1 age advantage,fighter1 height advantage,ROUNDS,FIGHTER1,FIGHTERa,STANCE,DOB,COUNTRY,HEIGHT,WEIGHT,REACH,STRIKES_LANDED,STRIKING_ACCURACY,STRIKES_ABSORBED,STRIKING_DEFENCE,TAKEDOWNS_LANDED,TAKEDOWN_ACCURACY,TAKEDOWN_DEFENCE,SUBMISSION_AVERAGE,KNOCKDOWN_RATIO,AVERAGE_FIGHTTIME,STRIKES_STANDING,CLINCH_STRIKES,GROUND_STRIKES,HEAD_STRIKES,BODY_STRIKES,LEG_STRIKES,FIGHTER1RECENT1,FIGHTER1RECENT2,FIGHTER1RECENT3,FIGHTER1RECENT4,FIGHTER1NUMUFCFIGHTS,FIGHTER1RECENTBONUSES,FIGHTER1WINRECORD,FIGHTER1LOSSRECORD,FIGHTER1LAYOFFTIME,FIGHTER2,FIGHTERb,STANCE2,DOB2,COUNTRY2,HEIGHT2,WEIGHT2,REACH2,STRIKES_LANDED2,STRIKING_ACCURACY2,STRIKES_ABSORBED2,STRIKING_DEFENCE2,TAKEDOWNS_LANDED2,TAKEDOWN_ACCURACY2,TAKEDOWN_DEFENCE2,SUBMISSION_AVERAGE2,KNOCKDOWN_RATIO2,AVERAGE_FIGHTTIME2,STRIKES_STANDING2,CLINCH_STRIKES2,GROUND_STRIKES2,HEAD_STRIKES2,BODY_STRIKES2,LEG_STRIKES2,FIGHTER2RECENT12,FIGHTER2RECENT22,FIGHTER2RECENT32,FIGHTER2RECENT42,FIGHTER2NUMUFCFIGHTS2,FIGHTER2RECENTBONUSES2,FIGHTER2WINRECORD2,FIGHTER2LOSSRECORD2,FIGHTER2LAYOFFTIME2,FIGHTER1OUTCOME,FIGHTER1WIN
14/03/2015, USA,0,4,5,3,Beneil Dariush,Beneil Dariush,2,1989, Iran,177,155,182,3.98,0.49,2.63,0.59,1.75,0.32,0.8,1.1,0.5,8.49,0.6,0.2,0.2,0.58,0.25,0.17,3,2,8,2,4,0,9,0,5,Daron Cruickshank,Daron Cruickshank,3,1985, USA,172,155,182,2.88,0.38,2.98,0.57,2.04,0.41,0.6,0.2,0.57,10.11,0.72,0.16,0.11,0.57,0.28,0.16,5,3,6,1,10,0,18,7,3,2,1
22/02/2015, Brazil,-3,-4,5,3,Adriano Martins,Adriano Martins,2,1982, Brazil,177,155,182,1.8,0.38,2.14,0.65,0.83,0.8,0.81,0.4,0.52,8.12,0.93,0,0.07,0.53,0.11,0.36,1,8,2,3,5,1,26,7,7,Rustam Khabilov,Rustam Khabilov,1,1986, Russia,172,155,185,1.98,0.34,2.16,0.65,3.95,0.41,0.61,0.1,0.1,13,0.66,0.09,0.25,0.75,0.14,0.11,7,3,1,1,4,1,17,2,8,4,1
14/02/2015, USA,10,-7,5,3,Cole Miller,Cole Miller,1,1984, USA,185,145,185,3,0.33,3.88,0.59,0.6,0.36,0.38,1.8,0.3,10.05,0.79,0.12,0.1,0.7,0.17,0.13,2,3,6,2,16,0,21,7,13,Max Holloway,Max Holloway,1,1991, USA,180,146,175,6.47,0.44,4.52,0.61,0.22,0.83,0.83,0.4,0.39,14.08,0.84,0.09,0.07,0.74,0.21,0.05,1,1,2,1,10,1,11,3,4,6,0
18/01/2015, USA,10,9,5,5,Conor McGregor,Conor McGregor,2,1988, Ireland,175,145,187,5.43,0.49,4.4,0.55,0.75,0.62,0.7,0,1.95,8.2,0.77,0.11,0.13,0.71,0.17,0.13,1,1,3,1,4,2,16,2,4,Dennis Siver,Dennis Siver,1,1979, Russia,170,145,177,3.87,0.32,2.67,0.65,0.87,0.32,0.65,0.3,0.47,10.41,0.85,0.05,0.1,0.57,0.14,0.3,3,5,8,3,18,2,22,9,3,1,1
20/12/2014, Brazil,5,0,5,3,Darren Elkins,Darren Elkins,1,1984, USA,177,146,180,3.54,0.37,3.09,0.52,2.43,0.33,0.58,1.2,0.13,11.46,0.51,0.21,0.27,0.75,0.21,0.04,4,6,3,8,11,0,19,4,2,Hacran Dias,Hacran Dias,1,1984, Brazil,172,155,175,2.08,0.41,3.31,0.55,2.5,0.39,0.76,0.5,0,15,0.8,0.09,0.11,0.69,0.12,0.19,6,6,3,0,3,0,21,3,6,6,0
12/12/2014, USA,-5,-3,5,3,KJ Noons,KJ Noons,1,1982, USA,177,155,177,3.68,0.35,3.78,0.65,0.08,0.2,0.68,0,0.28,8.58,0.89,0.1,0.01,0.53,0.31,0.17,1,3,6,5,15,1,13,6,8,Daron Cruickshank,Daron Cruickshank,3,1985, USA,172,155,182,2.88,0.38,2.98,0.57,2.04,0.41,0.6,0.2,0.57,10.11,0.72,0.16,0.11,0.57,0.28,0.16,3,6,1,1,9,0,18,6,2,4,1
6/12/2014, USA,12,-1,5,5,Robbie Lawler,Robbie Lawler,2,1982, USA,180,170,187,3.5,0.45,4.16,0.6,0.68,0.64,0.64,0,0.48,13.26,0.67,0.22,0.1,0.77,0.2,0.04,3,1,6,4,25,2,24,10,5,Johny Hendricks,Johny Hendricks,2,1983, USA,175,170,175,3.49,0.45,3.99,0.53,3.83,0.46,0.63,0.3,0.44,11.45,0.66,0.25,0.09,0.67,0.09,0.24,3,5,3,1,15,3,16,2,9,4,1
15/11/2014, Mexico,13,-4,5,3,Ricardo Lamas,Ricardo Lamas,1,1982, USA,172,145,180,3.13,0.47,2.87,0.57,1.84,0.33,0.46,0.9,0.21,10.21,0.63,0.2,0.16,0.49,0.21,0.3,3,6,1,3,12,0,14,3,5,Dennis Bermudez,Dennis Bermudez,1,1986, USA,167,155,167,4.42,0.46,3.07,0.59,3.89,0.4,0.82,1.1,0.38,11.35,0.53,0.18,0.29,0.67,0.15,0.18,2,1,3,4,8,3,14,3,4,2,1
8/11/2014, Brazil,10,2,5,5,Ovince Saint Preux,Ovince Saint Preux,2,1983, USA,190,205,203,2.64,0.46,2.88,0.45,1.23,0.4,0.66,0.6,0.24,9.15,0.74,0.12,0.14,0.68,0.22,0.1,6,1,2,1,12,1,16,6,3,Mauricio Rua,Mauricio Rua,1,1981, Brazil,185,205,193,3.63,0.5,2.7,0.54,2.17,0.48,0.47,0.8,1.01,10.54,0.66,0.17,0.17,0.62,0.15,0.22,8,1,7,6,31,1,22,8,8,1,1
8/11/2014, Brazil,5,-6,5,3,Trevor Smith,Trevor Smith,1,1981, USA,190,185,190,3.29,0.55,3.31,0.51,1.7,0.32,0.6,0.7,0.22,12.23,0.49,0.27,0.25,0.54,0.27,0.18,3,8,4,5,8,1,12,5,4,Caio Magalhaes,Caio Magalhaes,1,1987, Brazil,185,185,185,2.27,0.4,2.78,0.56,1.05,0.15,0.58,1.6,0.53,8.08,0.6,0.22,0.19,0.56,0.23,0.21,1,3,2,6,4,0,9,1,7,8,0
25/10/2014, Brazil,2,4,5,3,Lucas Martins,Lucas Martins,2,1988, Brazil,182,145,182,2.87,0.35,4.14,0.6,0,0,0.76,0.5,0.73,8.48,0.9,0.07,0.03,0.69,0.14,0.17,1,2,1,8,4,2,18,1,3,Darren Elkins,Darren Elkins,1,1984, USA,177,146,180,3.54,0.37,3.09,0.52,2.43,0.33,0.58,1.2,0.13,11.46,0.51,0.21,0.27,0.75,0.21,0.04,6,3,8,1,10,0,18,4,9,5,0
20/09/2014, Japan,3,2,5,5,Roy Nelson,Roy Nelson,1,1976, USA,182,263,185,2.18,0.36,4.79,0.46,1.14,0.27,0.65,0.1,0.67,10.4,0.72,0.19,0.09,0.78,0.12,0.1,1,6,6,1,14,1,20,9,5,Mark Hunt,Mark Hunt,1,1974, New Zealand,177,265,182,2.81,0.43,2.9,0.51,0.51,0.55,0.64,0.2,0.67,11.1,0.85,0.07,0.08,0.79,0.11,0.1,6,8,1,1,18,2,9,7,9,8,0
23/08/2014, Chi0,6,-1,5,3,Dong Hyun Kim,Dong Hyun Kim,2,1981,South Korea,180,170,193,2.12,0.49,1.89,0.58,2.93,0.43,0.71,0.6,0.3,11.05,0.37,0.2,0.44,0.77,0.1,0.13,1,1,3,3,13,1,19,2,5,Tyron Woodley,Tyron Woodley,1,1982, USA,175,170,187,2.33,0.48,2.72,0.55,1.08,0.4,0.87,0.4,0.77,13.55,0.49,0.26,0.25,0.58,0.32,0.11,6,1,1,5,14,0,13,2,2,8,0
16/07/2014, USA,5,3,5,3,Joe Proctor,Joe Proctor,1,1985, USA,177,170,182,3.39,0.36,3.93,0.59,0,0,0.7,1.8,0.46,8.11,0.82,0.14,0.04,0.68,0.15,0.17,3,6,1,0,3,0,9,2,5,Justin Salas,Justin Salas,2,1982, USA,172,155,177,3.42,0.43,2.96,0.68,2.43,0.2,0,0,0,15,0.67,0.21,0.12,0.57,0.2,0.22,1,7,4,8,5,0,12,5,2,1,1
16/07/2014, USA,-5,-4,5,3,Alptekin Ozkilic,Alptekin Ozkilic,1,1986, Turkey,165,125,165,3.81,0.32,5.72,0.59,4.21,0.58,0.75,0,0,12.28,0.81,0.13,0.06,0.76,0.16,0.08,6,4,0,0,2,0,9,3,6,John Lineker,John Lineker,1,1990, Brazil,160,136,170,5.36,0.4,4.27,0.56,0.56,0.58,0.67,0.6,1.04,11.33,0.81,0.09,0.11,0.56,0.36,0.09,6,1,1,1,6,0,23,7,5,8,0
5/07/2014, USA,-7,0,5,3,Thiago Santos,Thiago Santos,1,1984, Brazil,187,185,193,4.44,0.47,2.19,0.57,0.83,0.4,0.68,0.1,1.25,7.36,0.5,0.19,0.3,0.55,0.21,0.23,1,7,0,0,2,0,9,2,4,Uriah Hall,Uriah Hall,1,1984,Jamaica,182,186,200,3.31,0.5,3.57,0.53,0.75,0.38,0.69,0.2,0.6,8.53,0.78,0.08,0.14,0.53,0.19,0.29,1,5,5,0,3,0,9,4,7,6,0
28/06/2014, New Zealand,3,2,5,5,James Te Hu0,James Te Hu0,1,1981, New Zealand,187,205,190,4.04,0.51,2.99,0.62,2.75,0.37,0.58,0.2,0.5,6,0.57,0.14,0.29,0.69,0.16,0.15,8,7,3,3,8,1,16,7,6,0te Marquardt,0te Marquardt,1,1979, USA,182,185,187,2.71,0.49,2.32,0.55,1.87,0.51,0.7,0.8,0.75,9.34,0.62,0.17,0.21,0.59,0.2,0.22,8,8,6,1,18,0,32,13,8,7,0
10/05/2014, USA,0,-2,5,3,Ed Herman,Ed Herman,1,1980, USA,187,186,195,3.32,0.49,3.35,0.43,2.21,0.48,0.6,1.2,0.23,9.2,0.44,0.26,0.29,0.64,0.27,0.1,6,4,7,5,16,1,22,10,6,Rafael 0tal,Rafael 0tal,1,1982, Brazil,182,185,195,3.1,0.47,2.48,0.57,2.55,0.34,0.77,0.5,0.35,12.27,0.66,0.12,0.22,0.58,0.14,0.28,8,3,3,2,9,1,17,5,6,3,1
10/05/2014, USA,-2,3,5,3,Erik Koch,Erik Koch,2,1988, USA,177,155,180,2.33,0.42,2.82,0.47,1.02,0.42,0.81,1,0.38,9.02,0.57,0.23,0.2,0.69,0.19,0.12,1,6,8,3,9,0,14,3,3,Daron Cruickshank,Daron Cruickshank,3,1985, USA,172,155,182,2.88,0.38,2.98,0.57,2.04,0.41,0.6,0.2,0.57,10.11,0.72,0.16,0.11,0.57,0.28,0.16,1,7,4,6,6,0,16,5,4,8,0
11/04/2014, United Arab Emirates,-8,0,5,3,Trevor Smith,Trevor Smith,1,1981, USA,190,185,190,3.29,0.55,3.31,0.51,1.7,0.32,0.6,0.7,0.22,12.23,0.49,0.27,0.25,0.54,0.27,0.18,4,5,7,8,6,1,11,4,3,Thales Leites,Thales Leites,1,1981, Brazil,185,186,198,2.13,0.4,2.99,0.52,2.1,0.27,0.3,1.1,0.23,12.34,0.68,0.11,0.21,0.69,0.1,0.21,3,3,5,6,10,0,22,4,5,8,0
23/03/2014, Brazil,6,11,5,5,Mauricio Rua,Mauricio Rua,1,1981, Brazil,185,205,193,3.63,0.5,2.7,0.54,2.17,0.48,0.47,0.8,1.01,10.54,0.66,0.17,0.17,0.62,0.15,0.22,1,7,6,1,30,0,22,7,3,Dan Henderson,Dan Henderson,1,1970, USA,180,186,187,2.44,0.47,2.7,0.51,1.52,0.52,0.57,0.3,0.63,11.53,0.55,0.26,0.19,0.6,0.16,0.24,8,5,5,3,35,0,29,11,4,8,0
23/03/2014, Brazil,3,5,5,3,Gian Villante,Gian Villante,1,1985,USA,190,205,193,4.32,0.44,5.29,0.55,0.49,0.23,0.83,0,0.27,11,0.89,0.07,0.04,0.68,0.12,0.2,1,6,3,1,7,0,11,4,4,Fabio Maldo0do,Fabio Maldo0do,1,1980, Brazil,185,205,190,5.29,0.58,4.31,0.53,0.44,0.57,0.61,0.6,0.11,12.19,0.67,0.26,0.07,0.64,0.36,0.01,4,3,8,6,6,0,21,8,5,6,0
15/01/2014, USA,5,1,5,3,Brad Tavares,Brad Tavares,1,1987,USA,185,185,187,3,0.4,2.76,0.55,1.03,0.27,0.77,0,0.19,12.57,0.79,0.16,0.05,0.6,0.17,0.23,3,3,4,3,7,0,11,2,5,Lorenz Larkin,Lorenz Larkin,1,1986, USA,180,170,182,3.53,0.46,2.74,0.63,0.27,0.42,0.79,0.1,0.42,10.5,0.75,0.19,0.06,0.49,0.16,0.36,3,6,3,5,7,0,14,2,2,3,1
28/12/2013, USA,20,2,5,3,Dustin Poirier,Dustin Poirier,2,1989, USA,175,155,182,5.57,0.5,4.18,0.54,1.46,0.35,0.6,1.3,0.8,8.55,0.72,0.18,0.1,0.78,0.1,0.12,3,6,2,7,10,1,14,2,4,Diego Brandao,Diego Brandao,1,1987, Brazil,170,145,162,2.94,0.47,3.38,0.62,3.21,0.68,0.8,0.6,0.57,7.56,0.7,0.11,0.19,0.68,0.21,0.11,3,2,3,6,5,0,20,8,4,1,1
14/12/2013, USA,-3,-1,5,3,Ryan LaFlare,Ryan LaFlare,2,1983,USA,185,170,187,2.89,0.4,1.86,0.63,2.13,0.44,0.58,0.2,0.2,14.47,0.65,0.18,0.18,0.49,0.4,0.12,3,3,0,0,2,0,9,0,1,Court McGee,Court McGee,1,1984, USA,180,170,190,4.86,0.35,3.8,0.61,1.71,0.21,0.63,0.4,0.08,13.31,0.82,0.07,0.11,0.58,0.2,0.23,4,3,6,6,7,0,17,3,4,3,1
16/11/2013, USA,18,-2,5,5,Georges St-Pierre,Georges St-Pierre,1,1981, Ca0da,180,185,193,3.78,0.53,1.4,0.72,4.16,0.74,0.83,1.1,0.39,15.34,0.58,0.07,0.35,0.65,0.19,0.17,3,3,3,3,26,1,24,2,8,Johny Hendricks,Johny Hendricks,2,1983, USA,175,170,175,3.49,0.45,3.99,0.53,3.83,0.46,0.63,0.3,0.44,11.45,0.66,0.25,0.09,0.67,0.09,0.24,3,1,4,1,13,1,15,1,8,4,1
9/11/2013, Brazil,0,-3,5,3,Adriano Martins,Adriano Martins,2,1982, Brazil,177,155,182,1.8,0.38,2.14,0.65,0.83,0.8,0.81,0.4,0.52,8.12,0.93,0,0.07,0.53,0.11,0.36,3,5,0,0,2,0,24,6,10,Daron Cruickshank,Daron Cruickshank,3,1985, USA,172,155,182,2.88,0.38,2.98,0.57,2.04,0.41,0.6,0.2,0.57,10.11,0.72,0.16,0.11,0.57,0.28,0.16,4,6,1,3,4,0,15,4,4,2,1
9/10/2013, Brazil,8,-1,5,3,Iliarde Santos,Iliarde Santos,1,1980, Brazil,165,125,170,3,0.3,6.1,0.57,1.66,0.23,0.83,0,0,9.01,0.88,0.07,0.05,0.68,0.21,0.11,6,8,0,0,2,1,30,12,2,Chris Cariaso,Chris Cariaso,2,1981, USA,160,125,162,3.35,0.43,2.23,0.61,1.11,0.39,0.57,0.8,0,13.08,0.66,0.23,0.11,0.57,0.29,0.14,6,7,3,3,12,0,14,5,5,8,0
21/09/2013, Ca0da,13,7,5,3,Stephen Thompson,Stephen Thompson,1,1983, USA,182,170,190,3.93,0.44,2.73,0.59,0.36,0.45,0.78,0,0.72,13.49,0.89,0.06,0.05,0.66,0.23,0.11,3,6,1,0,3,0,7,0,4,Chris Clements,Chris Clements,1,1976, Ca0da,177,170,177,3.2,0.49,2.37,0.44,0,0,0.32,0.3,0.58,10.19,0.65,0.24,0.11,0.47,0.28,0.25,5,4,0,0,2,0,11,4,14,1,1
21/09/2013, Ca0da,5,-5,5,3,Pat Healy,Pat Healy,1,1983, USA,182,170,182,2.57,0.36,2.57,0.5,3.08,0.37,0.55,1.1,0,12.46,0.62,0.22,0.15,0.63,0.27,0.1,5,3,3,2,12,1,34,19,5,Khabib Nurmagomedov,Khabib Nurmagomedov,1,1988, Russia,177,155,177,4.11,0.49,1.65,0.67,5.35,0.47,0.84,0.7,0.2,13.56,0.4,0.04,0.56,0.87,0.08,0.05,3,1,3,2,4,0,20,0,4,6,0
27/07/2013, USA,3,3,5,3,Michael Chiesa,Michael Chiesa,2,1987, USA,185,156,190,2.07,0.39,1.95,0.52,3.84,0.51,0.68,1.1,0.12,8.55,0.58,0.13,0.29,0.74,0.18,0.08,2,2,0,0,2,0,9,0,5,Jorge Masvidal,Jorge Masvidal,1,1984, USA,180,156,187,4.2,0.47,3,0.65,1.57,0.59,0.77,0.4,0.43,12.58,0.7,0.17,0.13,0.62,0.24,0.14,3,4,6,3,7,0,24,7,3,7,0
15/06/2013, Ca0da,15,8,5,3,Dustin Pague,Dustin Pague,1,1987, USA,175,135,187,1.65,0.53,2.96,0.41,1.03,0.44,0.55,2.6,0,9.44,0.6,0.14,0.26,0.56,0.19,0.25,6,5,2,8,4,0,12,9,10,Yves Jabouin,Yves Jabouin,1,1979, Haiti,170,135,172,3.06,0.41,2.93,0.62,1.94,0.6,0.82,0.1,0.22,10.44,0.83,0.06,0.11,0.5,0.29,0.21,8,3,4,4,8,0,18,8,9,5,0
15/06/2013, Ca0da,6,-8,5,3,Sean Pierson,Sean Pierson,2,1976, Ca0da,182,170,193,3.84,0.39,3.73,0.64,0.39,0.18,0.66,0.4,0.19,12.57,0.77,0.16,0.08,0.7,0.18,0.11,3,3,6,8,5,0,13,6,9,Kenny Robertson,Kenny Robertson,1,1984, USA,177,170,187,3.72,0.47,3.02,0.52,1.37,0.26,0.57,0.8,0.34,9.46,0.59,0.2,0.21,0.63,0.16,0.21,2,6,8,0,3,0,12,2,4,3,1
15/06/2013, Ca0da,5,-1,5,3,Roland Delorme,Roland Delorme,1,1983, Ca0da,175,135,180,2.28,0.44,4.32,0.4,2.51,0.34,0.42,1.6,0.46,9.24,0.65,0.13,0.21,0.58,0.29,0.13,5,2,2,0,3,0,8,2,11,Edwin Figueroa,Edwin Figueroa,1,1984, USA,170,135,175,2.57,0.39,3.06,0.51,0.2,1,0.37,0.6,0.4,12.32,0.62,0.04,0.34,0.7,0.2,0.09,8,4,1,6,4,0,9,3,4,3,1
2/03/2013, Japan,5,3,5,3,Diego Sanchez,Diego Sanchez,2,1981, USA,177,170,182,2.69,0.37,3.02,0.56,1.51,0.24,0.46,0.8,0.24,12.2,0.57,0.11,0.32,0.7,0.24,0.07,6,3,3,6,20,2,24,5,13,Takanori Gomi,Takanori Gomi,2,1978, Japan,172,155,177,3.81,0.41,3.52,0.6,1.23,0.65,0.63,0.8,0.34,6.52,0.88,0.09,0.03,0.63,0.3,0.08,4,1,7,7,22,1,34,8,4,4,1
2/03/2013, Japan,0,4,5,5,Brian Stann,Brian Stann,1,1980, Japan,185,185,187,3.28,0.42,2.65,0.59,0.12,0.12,0.6,0.3,1.04,7.39,0.53,0.26,0.21,0.56,0.2,0.25,6,1,7,1,16,1,12,5,6,Wanderlei Silva,Wanderlei Silva,1,1976, Brazil,180,205,187,2.79,0.4,2.19,0.6,0.97,0.53,0.62,0.6,1.29,10.22,0.77,0.13,0.1,0.73,0.1,0.17,6,1,8,3,39,2,34,13,9,8,0
23/02/2013, USA,10,-5,5,3,Matt Grice,Matt Grice,1,1981, USA,172,145,177,4.09,0.53,2.69,0.56,2.19,0.37,0.82,0.5,0.73,8.48,0.27,0.23,0.5,0.78,0.13,0.09,3,8,7,8,6,0,15,4,8,Dennis Bermudez,Dennis Bermudez,1,1986, USA,167,155,167,4.42,0.46,3.07,0.59,3.89,0.4,0.82,1.1,0.38,11.35,0.53,0.18,0.29,0.67,0.15,0.18,2,3,7,0,3,1,9,3,6,5,0
26/01/2013, USA,0,6,5,3,Erik Koch,Erik Koch,2,1988, USA,177,155,180,2.33,0.42,2.82,0.47,1.02,0.42,0.81,1,0.38,9.02,0.57,0.23,0.2,0.69,0.19,0.12,3,1,1,2,6,0,13,1,16,Ricardo Lamas,Ricardo Lamas,1,1982, USA,172,145,180,3.13,0.47,2.87,0.57,1.84,0.33,0.46,0.9,0.21,10.21,0.63,0.2,0.16,0.49,0.21,0.3,3,2,1,8,9,0,12,2,7,8,0
19/01/2013, Brazil,2,2,5,3,Nik Lentz,Nik Lentz,1,1984, USA,172,145,172,3.46,0.48,3.14,0.49,3.41,0.33,0.45,1.2,0.11,12.35,0.58,0.2,0.22,0.61,0.24,0.15,1,8,6,5,10,2,22,5,5,Diego Nunes,Diego Nunes,1,1982, Brazil,167,145,170,2.72,0.43,2.59,0.58,1.18,0.44,0.65,0.6,0.27,15,0.61,0.26,0.13,0.38,0.31,0.31,3,6,3,6,10,1,19,6,3,3,1
29/12/2012, USA,0,1,5,3,Joe Lauzon,Joe Lauzon,1,1984, USA,177,155,180,2.84,0.39,5.39,0.54,2.39,0.45,0.54,2,0.21,8.08,0.55,0.17,0.28,0.88,0.09,0.02,2,8,2,2,13,1,22,8,4,Jim Miller,Jim Miller,2,1983, USA,172,150,180,2.73,0.4,2.99,0.59,1.69,0.43,0.46,1.9,0.13,9.54,0.68,0.17,0.15,0.59,0.21,0.2,7,2,6,1,13,0,21,3,7,6,0
29/09/2012, United Kingdom,13,5,5,3,Paul Sass,Paul Sass,1,1988,72,182,155,185,0.53,0.26,1.9,0.51,0.53,0.16,0.33,7.4,0,5.41,0.6,0,0.4,0.67,0.27,0.07,2,2,2,0,3,0,14,0,4,Matt Wiman,Matt Wiman,1,1983, USA,177,155,172,3.18,0.5,3.57,0.51,2.14,0.37,0.56,1.5,0.1,9.57,0.42,0.26,0.32,0.72,0.12,0.15,3,6,3,2,12,1,14,6,11,7,0
22/09/2012, Ca0da,10,6,5,3,Charles Oliveira,Charles Oliveira,1,1989, Brazil,177,145,187,3.27,0.51,3.08,0.54,2.61,0.42,0.57,2.8,0.28,6.42,0.58,0.23,0.19,0.55,0.28,0.17,2,2,8,5,7,1,16,2,3,Cub Swanson,Cub Swanson,1,1983, USA,172,145,177,4.59,0.49,3.65,0.61,1.06,0.5,0.6,0.5,0.31,12.16,0.78,0.1,0.12,0.62,0.19,0.2,1,1,7,4,11,1,17,5,3,8,0
4/08/2012, USA,0,0,5,3,Joe Lauzon,Joe Lauzon,1,1984, USA,177,155,180,2.84,0.39,5.39,0.54,2.39,0.45,0.54,2,0.21,8.08,0.55,0.17,0.28,0.88,0.09,0.02,8,2,2,7,12,1,21,8,6,Jamie Varner,Jamie Varner,1,1984, USA,172,155,180,2.92,0.34,2.55,0.58,3.49,0.53,0.66,0.8,0.64,9.36,0.63,0.14,0.22,0.75,0.19,0.06,1,7,6,5,11,1,20,6,3,2,1
23/06/2012, Brazil,6,-2,5,5,Rich Franklin,Rich Franklin,2,1974, USA,185,185,193,4.1,0.44,2.07,0.62,1.31,0.66,0.63,0.7,0.74,10.07,0.7,0.18,0.13,0.65,0.23,0.12,6,1,8,3,27,0,28,6,16,Wanderlei Silva,Wanderlei Silva,1,1976, Brazil,180,205,187,2.79,0.4,2.19,0.6,0.97,0.53,0.62,0.6,1.29,10.22,0.77,0.13,0.1,0.73,0.1,0.17,1,8,3,6,38,1,34,12,7,3,1
8/06/2012, USA,10,3,5,3,Erick Silva,Erick Silva,1,1984, Brazil,182,170,187,2.5,0.48,4.18,0.49,0.85,0.35,0.56,1.4,0.42,7.04,0.64,0.12,0.23,0.55,0.29,0.16,5,1,0,0,2,0,13,2,5,Charlie Brenneman,Charlie Brenneman,1,1981, USA,177,155,177,1.52,0.56,1.55,0.46,4.23,0.42,0.72,0,0,7.44,0.24,0.14,0.62,0.4,0.4,0.2,3,8,3,3,6,0,19,3,5,2,1
8/06/2012, USA,5,1,5,3,Carlos Eduardo Rocha,Carlos Eduardo Rocha,1,1981, Brazil,177,170,185,1.24,0.34,1.85,0.55,0,0,0.52,1.4,0,10.47,0.68,0.3,0.03,0.3,0.25,0.45,5,2,0,0,2,0,9,3,16,Mike Pierce,Mike Pierce,1,1980, USA,172,170,180,2.62,0.42,2.36,0.62,3.08,0.42,0.71,0.2,0.33,12.01,0.47,0.31,0.22,0.62,0.19,0.19,5,4,5,1,9,0,13,5,4,6,0
1/06/2012, USA,0,-4,5,3,Jo0than Brookins,Jo0than Brookins,2,1985, USA,182,145,187,2.69,0.39,3.63,0.56,1.94,0.17,0.8,0.3,0,9.02,0.49,0.29,0.22,0.79,0.17,0.03,1,6,3,8,4,0,16,8,4,Charles Oliveira,Charles Oliveira,1,1989, Brazil,177,145,187,3.27,0.51,3.08,0.54,2.61,0.42,0.57,2.8,0.28,6.42,0.58,0.23,0.19,0.55,0.28,0.17,2,8,5,7,6,1,15,2,5,7,0
26/05/2012, USA,10,4,5,3,Dan Hardy,Dan Hardy,1,1982, United Kingdom,182,170,187,2.46,0.35,3.44,0.51,0.73,0.35,0.35,0.4,0.36,12.22,0.66,0.23,0.12,0.63,0.17,0.2,7,6,8,6,8,1,23,10,9,Duane Ludwig,Duane Ludwig,1,1978, USA,177,170,177,4.62,0.44,3.05,0.57,0.43,0.25,0.59,0.1,0.26,6.25,0.68,0.26,0.06,0.6,0.32,0.08,7,3,4,8,15,0,21,12,4,1,1
15/05/2012, USA,2,3,5,3,Brad Tavares,Brad Tavares,1,1987,USA,185,185,187,3,0.4,2.76,0.55,1.03,0.27,0.77,0,0.19,12.57,0.79,0.16,0.05,0.6,0.17,0.23,6,1,3,0,3,0,7,2,10,Dongi Yang,Dongi Yang,2,1984,South Korea,180,185,185,3.55,0.51,3.21,0.63,1.7,0.41,0.61,0.5,0.49,12.19,0.66,0.05,0.29,0.72,0.14,0.14,6,1,5,0,3,0,12,2,8,3,1
2/03/2012, Australia,-5,-2,5,3,Ian McCall,Ian McCall,1,1984, USA,165,135,162,3.59,0.39,3.25,0.67,2.08,0.3,0.88,0,0,13.39,0.64,0.2,0.16,0.46,0.3,0.24,6,7,1,0,3,0,11,1,38,Demetrious Johnson,Demetrious Johnson,1,1986, USA,160,125,167,3.43,0.54,1.66,0.67,3.35,0.56,0.65,0.5,0.16,17.56,0.56,0.31,0.13,0.45,0.31,0.24,6,3,3,2,6,0,14,1,5,6,0
25/02/2012, Japan,3,0,5,3,Yushin Okami,Yushin Okami,2,1981, Japan,187,170,190,2.06,0.38,2.25,0.6,1.98,0.39,0.84,0.5,0.24,12,0.56,0.13,0.31,0.79,0.14,0.07,8,3,4,1,16,0,30,8,6,Tim Boetsch,Tim Boetsch,1,1981, USA,182,185,187,2.93,0.5,2.9,0.57,1.45,0.34,0.59,0.8,0.48,9.02,0.63,0.25,0.12,0.57,0.25,0.17,3,3,7,3,8,0,14,4,5,8,0
15/02/2012, USA,2,3,5,3,Jo0than Brookins,Jo0than Brookins,2,1985, USA,182,145,187,2.69,0.39,3.63,0.56,1.94,0.17,0.8,0.3,0,9.02,0.49,0.29,0.22,0.79,0.17,0.03,6,3,8,0,3,0,15,8,5,Vagner Rocha,Vagner Rocha,1,1982, Brazil,177,155,185,2.64,0.42,4.5,0.48,1.4,0.33,0.5,1.9,0,8.03,0.87,0.01,0.12,0.66,0.11,0.24,2,6,6,0,3,0,14,2,5,1,1
