EVENTDATE,COUNTRYOFEVENT,fighter1 reach advantage,fighter 1 age advantage,fighter1 height advantage,ROUNDS,FIGHTER1,FIGHTERa,STANCE,DOB,COUNTRY,HEIGHT,WEIGHT,REACH,STRIKES_LANDED,STRIKING_ACCURACY,STRIKES_ABSORBED,STRIKING_DEFENCE,TAKEDOWNS_LANDED,TAKEDOWN_ACCURACY,TAKEDOWN_DEFENCE,SUBMISSION_AVERAGE,KNOCKDOWN_RATIO,AVERAGE_FIGHTTIME,STRIKES_STANDING,CLINCH_STRIKES,GROUND_STRIKES,HEAD_STRIKES,BODY_STRIKES,LEG_STRIKES,FIGHTER1RECENT1,FIGHTER1RECENT2,FIGHTER1RECENT3,FIGHTER1RECENT4,FIGHTER1NUMUFCFIGHTS,FIGHTER1RECENTBONUSES,FIGHTER1WINRECORD,FIGHTER1LOSSRECORD,FIGHTER1LAYOFFTIME,FIGHTER2,FIGHTERb,STANCE2,DOB2,COUNTRY2,HEIGHT2,WEIGHT2,REACH2,STRIKES_LANDED2,STRIKING_ACCURACY2,STRIKES_ABSORBED2,STRIKING_DEFENCE2,TAKEDOWNS_LANDED2,TAKEDOWN_ACCURACY2,TAKEDOWN_DEFENCE2,SUBMISSION_AVERAGE2,KNOCKDOWN_RATIO2,AVERAGE_FIGHTTIME2,STRIKES_STANDING2,CLINCH_STRIKES2,GROUND_STRIKES2,HEAD_STRIKES2,BODY_STRIKES2,LEG_STRIKES2,FIGHTER2RECENT12,FIGHTER2RECENT22,FIGHTER2RECENT32,FIGHTER2RECENT42,FIGHTER2NUMUFCFIGHTS2,FIGHTER2RECENTBONUSES2,FIGHTER2WINRECORD2,FIGHTER2LOSSRECORD2,FIGHTER2LAYOFFTIME2,FIGHTER1OUTCOME,FIGHTER1WIN
5/10/2012, USA,2,-1,2,3,Shane Roller,Shane Roller,1,1979, USA,177,155,182,2.04,0.34,2.65,0.6,2.46,0.33,0.42,1.9,0.27,7.5,0.54,0.08,0.38,0.78,0.11,0.11,3,6,7,8,13,0,11,6,3,Jacob Volkmann,Jacob Volkmann,2,1980, USA,175,155,180,1.19,0.34,1.78,0.52,3.19,0.48,0.52,2,0,11.18,0.33,0.08,0.59,0.73,0.15,0.12,7,3,3,4,8,0,18,6,5,7,0
22/09/2012, Ca0da,11,-12,2,3,Sean Pierson,Sean Pierson,2,1976, Ca0da,182,170,193,3.84,0.39,3.73,0.64,0.39,0.18,0.66,0.4,0.19,12.57,0.77,0.16,0.08,0.7,0.18,0.11,3,6,8,3,4,0,12,6,3,Lance Benoist,Lance Benoist,2,1988, USA,180,170,182,3.68,0.51,2.7,0.56,1.5,0.33,0.61,0,0.25,15,0.62,0.14,0.25,0.6,0.29,0.12,5,3,0,0,2,1,6,1,3,3,1
4/08/2012, USA,5,-4,2,5,Brandon Vera,Brandon Vera,1,1977, USA,187,230,198,3.03,0.56,2.81,0.52,0.7,0.53,0.59,0.2,0.7,9.3,0.57,0.34,0.09,0.37,0.28,0.35,3,5,8,6,16,0,15,5,10,Mauricio Rua,Mauricio Rua,1,1981, Brazil,185,205,193,3.63,0.5,2.7,0.54,2.17,0.48,0.47,0.8,1.01,10.54,0.66,0.17,0.17,0.62,0.15,0.22,6,1,8,1,26,1,20,5,9,8,0
4/08/2012, USA,0,5,2,3,Ryan Bader,Ryan Bader,1,1983, USA,187,205,187,2.82,0.43,1.39,0.71,3.37,0.44,0.8,0.4,0.51,10.14,0.48,0.1,0.42,0.73,0.12,0.14,3,1,7,7,9,0,15,2,6,Lyoto Machida,Lyoto Machida,2,1978, Brazil,185,185,187,2.59,0.53,1.57,0.61,1.21,0.65,0.75,0.4,0.73,11.54,0.71,0.12,0.16,0.5,0.27,0.22,7,1,5,8,20,1,17,3,8,8,0
7/07/2012, USA,0,-5,2,3,Fabricio Camoes,Fabricio Camoes,1,1978, Brazil,177,155,180,1.29,0.33,1.85,0.61,2.34,0.32,0.2,1.5,0,8.34,0.65,0.24,0.11,0.62,0.17,0.21,2,7,6,2,4,0,14,6,6,Melvin Guillard,Melvin Guillard,1,1983, USA,175,155,180,2.96,0.4,1.85,0.66,1.3,0.63,0.61,0.2,1.33,6.39,0.7,0.13,0.17,0.67,0.2,0.13,7,7,1,1,16,0,30,14,6,6,0
8/06/2012, USA,5,-8,2,3,Mike Pyle,Mike Pyle,1,1975, USA,182,170,187,2.74,0.45,2.84,0.6,1.8,0.35,0.7,1.5,0.39,7.25,0.58,0.2,0.22,0.67,0.17,0.16,1,8,3,3,13,0,22,8,5,Josh Neer,Josh Neer,1,1983, USA,180,170,182,3.29,0.46,3.63,0.58,1.09,0.34,0.46,1.3,0.1,10,0.47,0.29,0.24,0.74,0.15,0.1,2,1,6,6,12,0,36,13,5,1,1
5/05/2012, USA,10,-6,2,3,Josh Koscheck,Josh Koscheck,1,1977, USA,177,170,185,1.79,0.36,2.27,0.63,2.46,0.48,0.64,0.4,0.25,9.33,0.48,0.11,0.42,0.75,0.19,0.06,4,1,6,3,20,1,17,6,3,Johny Hendricks,Johny Hendricks,2,1983, USA,175,170,175,3.49,0.45,3.99,0.53,3.83,0.46,0.63,0.3,0.44,11.45,0.66,0.25,0.09,0.67,0.09,0.24,1,4,1,6,10,0,12,1,5,5,0
4/02/2012, USA,-3,1,2,5,Carlos Condit,Carlos Condit,1,1984, USA,187,170,190,3.56,0.39,2.34,0.57,0.58,0.55,0.36,1.2,0.43,11.38,0.73,0.11,0.15,0.55,0.21,0.24,1,1,1,4,11,1,27,5,7,Nick Diaz,Nick Diaz,2,1983, USA,185,185,193,5.43,0.42,3.56,0.61,1.32,0.33,0.6,1,0.31,13.03,0.71,0.21,0.08,0.68,0.25,0.08,3,1,2,3,25,1,26,6,4,3,1
30/12/2011, USA,0,-5,2,3,Sean Pierson,Sean Pierson,2,1976, Ca0da,182,170,193,3.84,0.39,3.73,0.64,0.39,0.18,0.66,0.4,0.19,12.57,0.77,0.16,0.08,0.7,0.18,0.11,8,3,0,0,2,0,11,5,8,Dong Hyun Kim,Dong Hyun Kim,2,1981,South Korea,180,170,193,2.12,0.49,1.89,0.58,2.93,0.43,0.71,0.6,0.3,11.05,0.37,0.2,0.44,0.77,0.1,0.13,8,3,3,3,7,0,14,1,5,6,0
10/12/2011, Ca0da,-5,0,2,3,Brian Ebersole,Brian Ebersole,2,1980, USA,182,170,185,2.32,0.49,2.14,0.56,1.7,0.23,0.61,0.1,0.15,12.26,0.59,0.17,0.24,0.59,0.17,0.24,1,3,3,0,3,1,48,15,4,Claude Patrick,Claude Patrick,1,1980, Ca0da,180,170,190,1.8,0.55,0.89,0.69,2.32,0.53,0.84,1.7,0,12.57,0.2,0.49,0.3,0.58,0.28,0.14,3,3,2,0,3,0,14,1,8,4,1
5/11/2011, United Kingdom,-5,-2,2,5,Mark Munoz,Mark Munoz,1,1978, USA,182,185,180,3.12,0.51,2.26,0.57,3.17,0.29,0.57,0.6,0.22,8.04,0.29,0.23,0.48,0.61,0.27,0.12,3,1,3,5,10,1,11,2,5,Chris Leben,Chris Leben,2,1980, USA,180,185,185,2.87,0.42,2.87,0.52,1.14,0.41,0.53,0.8,0.51,8.4,0.49,0.28,0.23,0.62,0.16,0.22,1,8,2,1,21,1,22,7,4,1,1
24/09/2011, USA,7,-2,2,3,Cole Escovedo,Cole Escovedo,1,1981, USA,172,135,182,1.77,0.43,4.32,0.49,0.43,0.33,0.13,0,0,12.54,0.77,0.15,0.08,0.36,0.37,0.27,6,7,1,1,6,0,17,7,4,Takeya Mizugaki,Takeya Mizugaki,1,1983, Japan,170,135,175,3.37,0.37,3.27,0.57,1.46,0.57,0.7,0.1,0.19,12.27,0.65,0.2,0.15,0.69,0.23,0.08,6,4,7,3,7,1,14,6,2,8,0
24/09/2011, USA,0,4,2,3,Josh Koscheck,Josh Koscheck,1,1977, USA,177,170,185,1.79,0.36,2.27,0.63,2.46,0.48,0.64,0.4,0.25,9.33,0.48,0.11,0.42,0.75,0.19,0.06,6,3,2,1,18,2,15,6,9,Matt Hughes,Matt Hughes,3,1973, USA,175,170,185,2.14,0.53,1.36,0.53,2.95,0.5,0.35,1.2,0.22,8.51,0.32,0.1,0.58,0.69,0.19,0.11,8,2,1,3,24,0,45,8,10,1,1
17/09/2011, USA,-13,-1,2,3,Evan Dunham,Evan Dunham,2,1981, USA,177,155,177,5.33,0.39,3.54,0.61,1.82,0.33,0.79,1,0.13,10.58,0.83,0.12,0.05,0.85,0.11,0.04,8,5,4,2,6,1,11,1,8,Shamar Bailey,Shamar Bailey,2,1982, USA,175,155,190,1.56,0.2,3.91,0.69,1.5,0.33,0.37,0,0,11.37,0.75,0.15,0.1,0.61,0.2,0.2,3,6,3,0,3,0,16,9,3,3,1
14/08/2011, USA,15,8,2,5,Dan Hardy,Dan Hardy,1,1982, United Kingdom,182,170,187,2.46,0.35,3.44,0.51,0.73,0.35,0.35,0.4,0.36,12.22,0.66,0.23,0.12,0.63,0.17,0.2,6,8,6,3,7,0,23,9,5,Chris Lytle,Chris Lytle,1,1974, USA,180,170,172,3.76,0.45,3.03,0.58,0.7,0.55,0.55,2.4,0.13,10.4,0.71,0.2,0.08,0.63,0.29,0.08,6,3,2,2,21,1,30,18,6,7,0
28/05/2011, USA,3,1,2,3,Rick Story,Rick Story,2,1984, USA,177,170,180,3.8,0.41,2.17,0.62,2.53,0.48,0.63,0.9,0.38,12.29,0.61,0.22,0.17,0.52,0.35,0.14,3,1,4,4,6,1,12,3,5,Thiago Alves,Thiago Alves,1,1983, Brazil,175,171,177,3.73,0.41,3.42,0.62,0.71,0.6,0.63,0.3,0.7,11.1,0.77,0.12,0.11,0.52,0.14,0.35,3,6,6,3,14,0,18,7,5,3,1
30/04/2011, Ca0da,7,-4,2,3,Vladimir Matyushenko,Vladimir Matyushenko,1,1971, Belarus,182,205,187,1.9,0.44,1.62,0.59,3.25,0.46,0.7,0.1,0.15,8.14,0.49,0.15,0.36,0.74,0.09,0.17,1,8,4,3,11,0,26,6,5,Jason Brilz,Jason Brilz,1,1975, USA,180,205,180,2.66,0.4,1.78,0.65,2.37,0.25,0.25,1.3,0,9.56,0.41,0.3,0.3,0.72,0.12,0.15,5,3,5,3,5,1,22,4,11,1,1
30/04/2011, Ca0da,3,-15,2,3,Randy Couture,Randy Couture,1,1963,USA,187,205,190,2.85,0.57,1.53,0.59,2.78,0.46,0.58,0.5,0.06,12.25,0.29,0.3,0.41,0.75,0.12,0.13,2,2,3,6,24,1,19,10,8,Lyoto Machida,Lyoto Machida,2,1978, Brazil,185,185,187,2.59,0.53,1.57,0.61,1.21,0.65,0.75,0.4,0.73,11.54,0.71,0.12,0.16,0.5,0.27,0.22,5,8,3,1,18,0,16,2,5,8,0
26/02/2011, Australia,3,8,2,3,Ross Pearson,Ross Pearson,1,1984, United Kingdom,172,155,175,3.68,0.4,4.09,0.62,0.74,0.35,0.75,0,0.3,11.39,0.82,0.15,0.02,0.53,0.28,0.19,7,3,1,3,4,1,11,3,5,Spencer Fisher,Spencer Fisher,2,1976, USA,170,155,172,3.17,0.43,3.03,0.64,0.67,0.3,0.6,0.8,0.22,11.49,0.63,0.27,0.1,0.48,0.32,0.2,3,6,8,3,14,0,24,6,4,3,1
22/01/2011, USA,-3,-2,2,5,Evan Dunham,Evan Dunham,2,1981, USA,177,155,177,5.33,0.39,3.54,0.61,1.82,0.33,0.79,1,0.13,10.58,0.83,0.12,0.05,0.85,0.11,0.04,5,4,2,4,5,1,11,0,4,Melvin Guillard,Melvin Guillard,1,1983, USA,175,155,180,2.96,0.4,1.85,0.66,1.3,0.63,0.61,0.2,1.33,6.39,0.7,0.13,0.17,0.67,0.2,0.13,4,1,3,7,12,0,28,12,4,8,0
13/11/2010, Germany,0,7,2,3,Peter Sobotta,Peter Sobotta,2,1987, Poland,182,170,190,2.14,0.4,2.9,0.58,1.53,0.32,0.77,0.5,0.59,11.23,0.78,0.06,0.16,0.61,0.17,0.22,6,6,0,0,2,0,13,3,5,Amir Sadollah,Amir Sadollah,1,1980, USA,180,170,190,4.71,0.46,3.55,0.6,0.57,0.27,0.6,0.3,0,12,0.68,0.24,0.08,0.46,0.26,0.28,6,3,3,8,5,0,3,2,6,6,0
11/07/2020, United Arab Emirates,-7,7,1,3,Petr Yan,Petr Yan,3,1993, Russia,171,135,170,6.32,0.5,3.25,0.63,1.46,0.52,0.88,0.2,1.52,11.32,0.67,0.17,0.15,0.75,0.2,0.04,1,3,3,1,6,2,14,1,7,Jose Aldo,Jose Aldo,1,1986, Brazil,170,145,177,3.48,0.44,3.55,0.62,0.6,0.61,0.9,0.1,0.44,13.14,0.84,0.04,0.13,0.7,0.15,0.15,5,6,1,1,23,2,28,6,7,1,1
6/06/2020, USA,-5,3,1,3,Cody Stamann,Cody Stamann,1,1989, USA,168,145,162,4.14,0.48,3.18,0.63,3.03,0.46,0.8,0,0,14.06,0.72,0.14,0.14,0.67,0.22,0.1,6,3,7,4,6,0,18,2,6,Brian Kelleher,Brian Kelleher,3,1986, USA,167,136,167,4.45,0.4,5.97,0.53,1.2,0.25,0.72,0.8,0.4,8.17,0.83,0.07,0.09,0.66,0.14,0.19,1,2,7,8,8,2,21,10,1,3,1
1/06/2019, Sweden,12,-1,1,3,Tonya Evinger,Tonya Evinger,1,1981, USA,171,135,177,1.16,0.42,4.02,0.38,0.93,0.3,0.33,0.9,0,7.41,0.76,0.24,0,0.37,0.37,0.27,8,8,6,7,4,0,19,7,8,Li0 Lansberg,Li0 Lansberg,1,1982, Sweden,170,135,165,2.76,0.57,3.7,0.44,0.71,0.33,0.5,0.1,0,12.3,0.33,0.49,0.18,0.47,0.43,0.09,6,3,8,3,5,0,8,4,8,6,0
2/03/2019, USA,-8,0,1,3,Cody Stamann,Cody Stamann,1,1989, USA,168,145,162,4.14,0.48,3.18,0.63,3.03,0.46,0.8,0,0,14.06,0.72,0.14,0.14,0.67,0.22,0.1,7,4,4,3,4,0,17,1,6,Alejandro Perez,Alejandro Perez,1,1989, Mexico,167,135,170,3.52,0.35,2.94,0.64,0.52,0.2,0.73,0.1,0,10.25,0.78,0.06,0.16,0.62,0.1,0.27,3,1,3,4,9,0,22,6,8,3,1
2/02/2019, Brazil,3,6,1,5,Marlon Moraes,Marlon Moraes,1,1988, Brazil,167,135,170,3.53,0.39,3.69,0.58,0.46,0.25,0.66,0.5,1.72,6.59,0.91,0,0.09,0.5,0.27,0.24,1,1,4,5,4,2,21,5,8,Raphael Assuncao,Raphael Assuncao,1,1982, Brazil,166,135,167,3.26,0.4,2.33,0.68,1.48,0.38,0.8,0.3,0.17,12.33,0.8,0.11,0.09,0.53,0.17,0.3,3,1,4,4,18,1,27,5,7,2,1
26/11/2016, Australia,8,8,1,3,Jake Matthews,Jake Matthews,1,1994, Australia,181,170,185,3.15,0.46,2.12,0.63,2.09,0.41,0.7,0.7,0.27,10.16,0.5,0.09,0.41,0.78,0.11,0.1,8,2,1,7,6,1,11,2,4,Andrew Holbrook,Andrew Holbrook,2,1986, USA,180,155,177,2.2,0.49,3,0.54,0.85,0.18,0.1,2.1,0,7.05,0.49,0.35,0.17,0.6,0.29,0.1,8,4,0,0,2,0,11,1,4,5,0
25/07/2015, USA,-3,0,1,3,Bryan Caraway,Bryan Caraway,1,1984, USA,172,135,172,2.53,0.34,3.61,0.54,2.57,0.25,0.8,0.8,0,11.32,0.86,0.11,0.03,0.82,0.1,0.08,6,2,2,5,10,0,19,7,9,Eddie Wineland,Eddie Wineland,1,1984, USA,171,135,175,3.39,0.29,3.54,0.69,0.28,0.28,0.86,0.1,0.9,10.17,0.87,0.05,0.08,0.75,0.18,0.07,8,1,8,4,14,0,21,10,14,3,1
25/07/2015, USA,-7,-1,1,5,TJ Dillashaw,TJ Dillashaw,1,1986, USA,168,135,170,5.37,0.41,3.03,0.65,1.68,0.37,0.86,1,0.72,11.41,0.71,0.1,0.19,0.68,0.15,0.17,1,1,3,5,9,3,12,2,11,Re0n Barao,Re0n Barao,1,1987, Brazil,167,135,177,3.78,0.36,3.9,0.57,1.49,0.41,0.91,0.5,0.25,13.09,0.82,0.13,0.05,0.59,0.23,0.18,2,8,1,1,11,2,33,2,7,1,1
10/05/2014, USA,-5,6,1,3,Eddie Wineland,Eddie Wineland,1,1984, USA,171,135,175,3.39,0.29,3.54,0.69,0.28,0.28,0.86,0.1,0.9,10.17,0.87,0.05,0.08,0.75,0.18,0.07,1,8,4,1,13,1,21,9,4,Johnny Eduardo,Johnny Eduardo,1,1978, Brazil,170,135,180,2.89,0.38,3.34,0.63,0,0,0.62,0.5,0.5,8.34,0.9,0.04,0.06,0.55,0.09,0.36,3,6,0,0,2,0,26,9,24,8,0
25/01/2014, USA,3,5,1,3,Eddie Wineland,Eddie Wineland,1,1984, USA,171,135,175,3.39,0.29,3.54,0.69,0.28,0.28,0.86,0.1,0.9,10.17,0.87,0.05,0.08,0.75,0.18,0.07,8,4,1,6,12,1,20,9,4,Yves Jabouin,Yves Jabouin,1,1979, Haiti,170,135,172,3.06,0.41,2.93,0.62,1.94,0.6,0.82,0.1,0.22,10.44,0.83,0.06,0.11,0.5,0.29,0.21,4,8,3,4,9,0,19,8,7,1,1
15/01/2014, USA,-7,2,1,3,TJ Dillashaw,TJ Dillashaw,1,1986, USA,168,135,170,5.37,0.41,3.03,0.65,1.68,0.37,0.86,1,0.72,11.41,0.71,0.1,0.19,0.68,0.15,0.17,5,1,1,2,6,1,9,2,3,Mike Easton,Mike Easton,2,1984, USA,167,135,177,3.51,0.37,4.28,0.61,0.75,0.22,0.66,0,0.15,14.16,0.74,0.23,0.04,0.41,0.28,0.31,5,6,3,3,5,1,13,4,9,3,1
8/06/2013, Brazil,0,0,1,3,Vaughan Lee,Vaughan Lee,1,1982, United Kingdom,167,135,167,3.47,0.47,2.07,0.7,0.81,0.33,0.72,1,0.2,9.17,0.79,0.16,0.06,0.49,0.32,0.19,3,7,2,5,4,0,13,10,4,Raphael Assuncao,Raphael Assuncao,1,1982, Brazil,166,135,167,3.26,0.4,2.33,0.68,1.48,0.38,0.8,0.3,0.17,12.33,0.8,0.11,0.09,0.53,0.17,0.3,3,1,3,8,9,0,19,4,6,7,0
26/09/2020, United Arab Emirates,13,0,0,3,Hakeem Dawodu,Hakeem Dawodu,1,1991, Ca0da,172,145,185,5.15,0.47,2.31,0.63,0,0,0.85,0,0,10.13,0.95,0.05,0,0.44,0.24,0.32,4,1,4,3,5,1,11,1,10,Zubaira Tukhugov,Zubaira Tukhugov,1,1991, Russia,172,145,172,2.54,0.38,2.53,0.63,2.54,0.46,1,0,0,12.2,0.78,0.12,0.1,0.78,0.18,0.04,1,5,5,4,6,0,19,4,7,4,1
19/09/2020, USA,8,-5,0,3,Mara Romero Borella,Mara Romero Borella,1,1986, Italy,167,125,175,2.54,0.37,2.48,0.71,1.83,0.44,0.66,0.2,0,11.56,0.84,0.07,0.09,0.6,0.08,0.32,7,6,8,4,6,0,12,8,4,Mayra Bueno Silva,Mayra Bueno Silva,1,1991, Brazil,167,125,167,4.44,0.53,6.74,0.44,0,0,0.71,1.9,0,4.55,0.45,0,0.55,0.82,0.18,0,6,2,0,0,2,1,6,1,6,7,0
19/09/2020, USA,0,-8,0,3,Randa Markos,Randa Markos,1,1985, Iraq,162,115,160,2.92,0.41,3.3,0.59,1.32,0.28,0.58,0.2,0,13.05,0.61,0.17,0.22,0.79,0.09,0.12,6,4,6,2,14,1,10,9,6,Mackenzie Dern,Mackenzie Dern,1,1993, USA,162,115,160,3.07,0.33,3.66,0.64,0.39,0.07,0,3.1,0,15,0.69,0.17,0.14,0.65,0.17,0.18,2,6,2,4,4,1,8,1,4,7,0
12/09/2020, USA,7,-3,0,3,Alan Patrick,Alan Patrick,2,1983, Brazil,177,155,187,1.79,0.4,2.64,0.43,3.48,0.38,0.5,0.3,0.18,12.01,0.6,0.12,0.28,0.68,0.2,0.12,8,3,3,3,7,0,15,2,23,Bobby Green,Bobby Green,1,1986, USA,177,155,180,5.13,0.51,3.36,0.63,1.53,0.39,0.74,0.4,0.12,12.37,0.75,0.16,0.09,0.51,0.27,0.22,3,3,6,6,19,1,26,10,1,6,0
12/09/2020, USA,-5,1,0,5,Michelle Waterson,Michelle Waterson,1,1986, USA,160,115,157,3.58,0.49,4,0.49,1.52,0.34,0.67,0.9,0,13.36,0.58,0.26,0.16,0.48,0.29,0.22,5,6,3,3,11,0,17,8,4,Angela Hill,Angela Hill,1,1985, USA,160,115,162,5.7,0.49,5.16,0.63,0.41,0.37,0.77,0.1,0.18,12.35,0.72,0.22,0.05,0.63,0.25,0.12,5,3,1,1,15,0,12,8,4,4,1
29/08/2020, USA,5,4,0,5,Aleksandar Rakic,Aleksandar Rakic,1,1992, Austria,193,205,198,4.66,0.54,1.99,0.53,0.93,0.28,0.89,0.2,0.9,9.58,0.53,0.12,0.34,0.67,0.16,0.17,5,1,1,3,5,1,12,2,8,Anthony Smith,Anthony Smith,1,1988, USA,193,185,193,2.97,0.46,4.43,0.42,0.41,0.25,0.51,0.7,0.49,11.47,0.83,0.12,0.05,0.68,0.19,0.13,8,2,6,2,17,2,33,15,3,3,1
29/08/2020, USA,-3,5,0,3,Alessio Di Chirico,Alessio Di Chirico,1,1989, Italy,182,185,187,3.25,0.4,3.28,0.62,1.66,0.45,0.83,0,0.36,12.04,0.79,0.16,0.05,0.69,0.16,0.15,6,6,4,1,7,0,12,4,11,Zak Cummings,Zak Cummings,2,1984, USA,182,170,190,2.58,0.32,2.83,0.55,0.68,0.28,0.65,0.7,0.44,10.19,0.75,0.17,0.08,0.62,0.19,0.19,6,2,3,5,13,0,23,7,11,6,0
29/08/2020, USA,-10,-1,0,3,Emily Whitmire,Emily Whitmire,1,1991, USA,165,115,160,2.71,0.3,3.08,0.54,1.1,0.5,0.7,0.6,0,6.04,0.75,0.06,0.18,0.65,0.14,0.22,7,2,3,7,4,0,4,3,14,Polya0 Via0,Polya0 Via0,1,1992, Brazil,165,115,170,3.93,0.42,3.15,0.55,1.22,0.33,0.66,1.6,0,8.45,0.79,0.11,0.1,0.47,0.33,0.2,7,5,6,2,4,0,10,4,12,7,0
22/08/2020, USA,6,-2,0,3,Dwight Grant,Dwight Grant,3,1984, USA,185,170,193,3.39,0.37,2.16,0.69,0.34,1,0.78,0,0.75,10,0.69,0.16,0.16,0.64,0.2,0.16,4,1,5,0,3,1,10,2,16,Daniel Rodriguez,Daniel Rodriguez,2,1986, USA,185,170,187,8.46,0.48,7.14,0.55,1.83,0.83,0.66,0.4,0.64,11.49,0.97,0.02,0.01,0.79,0.14,0.07,3,2,0,0,2,1,12,1,3,8,0
22/08/2020, USA,-7,5,0,5,Pedro Munhoz,Pedro Munhoz,1,1986, Brazil,167,135,165,5.53,0.43,6.03,0.58,0.76,0.21,0.8,0.9,0.66,8.46,0.86,0.07,0.07,0.55,0.2,0.25,6,1,1,3,13,1,18,4,14,Frankie Edgar,Frankie Edgar,1,1981, USA,167,135,172,3.7,0.39,2.7,0.66,2.28,0.31,0.65,0.3,0.1,16.46,0.67,0.08,0.24,0.66,0.19,0.15,8,6,3,8,26,0,22,8,8,5,0
15/08/2020, USA,3,4,0,3,Jairzinho Rozenstruik,Jairzinho Rozenstruik,1,1988, Suri0me,193,242,198,4.04,0.51,3.1,0.36,0,0,0.75,0,1.91,7.52,0.71,0.21,0.09,0.68,0.15,0.18,8,1,1,1,5,1,10,1,3,Junior Dos Santos,Junior Dos Santos,1,1984, Brazil,193,236,195,4.59,0.48,3.19,0.57,0.31,0.55,0.81,0.1,0.91,10.59,0.84,0.09,0.07,0.62,0.34,0.04,8,8,1,1,21,1,21,7,7,1,1
25/07/2020, United Arab Emirates,2,2,0,5,Darren Till,Darren Till,2,1992, United Kingdom,182,170,187,2.27,0.46,2.99,0.58,0.54,0.41,0.82,0,0.66,12.36,0.75,0.09,0.16,0.69,0.11,0.19,4,8,7,3,9,1,18,2,8,Robert Whittaker,Robert Whittaker,1,1990, Australia,182,185,185,4.51,0.4,3.43,0.61,0.46,0.3,0.84,0,0.75,12.2,0.82,0.09,0.09,0.7,0.13,0.17,8,4,3,1,14,0,21,5,9,6,0
25/07/2020, United Arab Emirates,-10,1,0,3,Jesse Ronson,Jesse Ronson,2,1985, Ca0da,177,170,177,3.54,0.49,2.99,0.59,0.63,0.4,0.61,0.6,0,15,0.85,0.09,0.06,0.45,0.27,0.28,5,5,5,0,3,0,21,10,72,Nicolas Dalby,Nicolas Dalby,1,1984, Denmark,177,170,187,3.17,0.38,3.19,0.54,1.74,0.45,0.58,0,0,15,0.6,0.27,0.13,0.6,0.17,0.22,3,6,6,6,5,0,18,3,10,2,1
11/07/2020, United Arab Emirates,-2,1,0,3,Paige VanZant,Paige VanZant,1,1994, USA,162,155,165,3.35,0.52,2.62,0.42,1.27,0.33,0.34,1,0.16,11.29,0.34,0.33,0.33,0.63,0.25,0.12,2,6,7,1,8,0,8,4,18,Amanda Ribas,Amanda Ribas,1,1993, Brazil,162,125,167,4.71,0.45,1.67,0.73,2.28,0.54,0.85,1.9,0,12.23,0.71,0.07,0.23,0.63,0.24,0.13,3,3,2,0,3,0,9,1,4,7,0
11/07/2020, United Arab Emirates,-8,-2,0,3,Muslim Salikhov,Muslim Salikhov,1,1984, Russia,180,170,177,2.85,0.46,2.29,0.67,0.87,0.3,0.8,0,0.85,8.47,0.91,0,0.09,0.4,0.31,0.29,3,1,1,7,4,1,16,2,9,Elizeu Zaleski dos Santos,Elizeu Zaleski dos Santos,1,1986, Brazil,180,171,185,4.05,0.39,3.07,0.59,0.57,0.17,0.52,0.5,0.35,10.42,0.64,0.28,0.08,0.67,0.2,0.13,3,8,2,1,10,0,22,6,4,4,1
13/06/2020, USA,10,-5,0,3,Jordan Espinosa,Jordan Espinosa,1,1989, USA,167,125,175,4.99,0.53,3.23,0.58,0.92,0.28,0.9,0.2,0,6.19,0.98,0.02,0,0.41,0.19,0.41,7,7,3,0,3,0,14,7,5,Mark De La Rosa,Mark De La Rosa,1,1994, USA,167,135,165,3.13,0.35,5,0.48,0.54,0.13,0.4,0.2,0,11.24,0.84,0.09,0.07,0.65,0.18,0.17,8,6,6,4,6,0,11,4,4,3,1
6/06/2020, USA,-3,3,0,3,Devin Clark,Devin Clark,1,1990, USA,182,185,190,3.4,0.57,2.47,0.48,2.76,0.36,0.83,0.1,0.26,11.25,0.43,0.34,0.23,0.54,0.32,0.14,3,7,3,8,9,0,11,4,4,Alonzo Menifield,Alonzo Menifield,1,1987, USA,182,205,193,3.34,0.47,3.72,0.45,0,0,0.85,0,0.67,7.25,0.5,0.34,0.16,0.86,0.09,0.05,1,1,0,0,2,1,9,0,12,3,1
16/05/2020, USA,7,-5,0,3,Marlon Vera,Marlon Vera,3,1992, Ecuador,172,135,177,3.7,0.48,4.05,0.52,0.86,0.42,0.69,1.2,0.49,10.55,0.7,0.15,0.15,0.51,0.25,0.24,1,2,1,2,13,1,15,5,7,Song Yadong,Song Yadong,1,1997, Chi0,172,135,170,4.32,0.42,3.57,0.56,0.73,0.75,0.61,0.5,0.97,9.16,0.79,0.04,0.17,0.7,0.15,0.16,6,1,3,1,5,2,15,4,5,6,0
16/05/2020, USA,5,2,0,3,Krzysztof Jotko,Krzysztof Jotko,2,1989, Poland,185,185,195,2.98,0.45,1.9,0.58,1.27,0.35,0.87,0.1,0.18,12.45,0.46,0.33,0.21,0.66,0.22,0.12,4,3,8,8,12,0,21,4,10,Eryk Anders,Eryk Anders,2,1987, USA,185,185,190,3.02,0.45,4.18,0.51,1.34,0.34,0.8,0.1,0.72,12.59,0.6,0.22,0.18,0.78,0.2,0.01,4,1,6,5,9,3,13,4,7,3,1
